name,city,income,credit_score,loan_amount,years_employed,points,loan_approved
Jennifer Hubbard,Angelafort,52962,540,25594,34,35.0,False
Lawrence Atkinson,South Jefferyville,91669,596,12706,10,65.0,True
Victoria Werner,Bellborough,98021,728,40272,17,65.0,True
Jack Garcia,Wayneside,115394,701,15752,25,80.0,True
John Mckenzie MD,South Keith,87963,845,22892,29,85.0,True
Melinda Garcia,Mccannchester,66458,493,42708,1,20.0,False
Brenda Harvey,New Ashleychester,53788,323,22300,39,35.0,False
Keith Kennedy,West Andrewfurt,106720,823,13650,10,95.0,True
Nathan Allen,Gilesborough,87132,630,9693,18,65.0,True
Andre Lane,Sanchezmouth,113202,547,12591,29,55.0,False
Ashley Munoz,Monicaburgh,136724,550,31291,4,45.0,False
Andrew Rhodes,Atkinsland,94451,727,18041,34,75.0,True
Ricardo Holland,South Timothyton,41959,599,27109,2,30.0,False
Mitchell Hunt,Pattersonville,91605,406,10567,16,50.0,False
Lauren Moody,West Robert,75607,647,10302,15,65.0,True
Christine Davis,South Rachelfort,83523,550,18039,21,50.0,False
Jeremy Cobb,Ashleyton,73687,443,10700,33,45.0,False
Daniel Wood,Jenniferport,72081,462,38200,40,35.0,False
Micheal Nunez,Lake Linda,117835,431,10602,38,60.0,True
James Walsh,Port Jasonport,43710,451,39288,0,10.0,False
Nathan Mcgee,Woodsburgh,142424,652,43195,9,60.0,True
Kathryn Mills,Grimesfort,51079,473,35421,30,35.0,False
Steven Smith,West Jeffreyborough,73228,529,10836,17,45.0,False
Monica Wilson,West Victor,83955,312,49906,33,40.0,False
Natalie Cox,South Conniemouth,120921,819,5403,17,100.0,True
Kimberly Figueroa,Port Brianshire,94942,835,17251,15,90.0,True
Patrick Norris,East Hannah,67777,767,12628,2,70.0,True
Deborah Ramirez,Lake Mariah,116846,365,9686,33,60.0,True
Daniel Sanchez,Marshallside,82488,352,21896,40,45.0,False
John Ramos,Gonzalezside,136635,520,40209,31,50.0,False
Adam Jordan,Lake Oliviaborough,129680,767,1032,16,95.0,True
Lindsay Vasquez,West William,102102,826,19596,19,95.0,True
Joseph Peterson,Connieville,34809,486,32954,0,10.0,False
William Ruiz,East Cameron,89614,742,45104,19,75.0,True
Scott Peterson,East Kimberly,41542,537,14973,19,30.0,False
Erica Moreno,Lake Kevinborough,71224,458,22218,10,40.0,False
James Jackson,New Elaine,63082,633,34847,30,50.0,False
Rachel Chan,Jeremyview,72372,783,20897,23,75.0,True
Gene Gomez,Shannonchester,45194,702,28336,0,35.0,False
Jennifer Schmitt,Debbieberg,131259,767,18970,1,75.0,True
Christina Bates,Kennethstad,82976,324,22092,27,45.0,False
Erika Castro,Port Jason,143365,815,29842,17,95.0,True
David Nguyen,Davidshire,97449,781,4014,24,90.0,True
Susan Tucker,Valerieshire,138124,684,4887,6,80.0,True
Grant Medina,Mcleanville,30150,783,9800,4,55.0,False
Reginald Gutierrez,Port Edward,116200,606,38623,12,65.0,True
Jessica Murphy,Angelaport,143949,322,10205,4,50.0,False
Melissa Stevenson,Rebeccamouth,101118,519,13067,20,55.0,False
Joel Cook,Jonathantown,90552,443,8811,26,55.0,False
Robert Yates,New Nathanielshire,84165,747,3102,32,90.0,True
Erin Ryan,Baileyland,37104,377,38047,5,20.0,False
Phyllis Schmidt,New Sandraborough,54586,374,45823,27,35.0,False
Julie Preston,Lake Mark,97952,486,43456,36,40.0,False
Joseph Schwartz,Prestonfurt,77419,600,1416,39,70.0,True
Alicia Perez,Hernandezbury,111609,634,35889,29,65.0,True
Christina Underwood,Patriciashire,129148,456,13376,9,50.0,False
Christopher Johnson,Port Davidstad,95338,370,22460,20,50.0,False
William Hall,Port Michael,111973,440,29812,7,45.0,False
Jaime Wallace,South Brandon,87939,749,27160,12,80.0,True
James Olsen,East Williamshire,129613,828,8975,10,100.0,True
Barbara Burns,Karamouth,36764,725,13516,13,55.0,False
Dr. Heather Scott,South Allenfurt,56680,730,27234,6,55.0,False
Tracy Copeland,Bautistaport,65003,534,46954,5,30.0,False
Rhonda Liu,West Jessicamouth,101987,346,10223,15,55.0,False
Adam Stone,Lake Terry,47172,339,5009,38,35.0,False
Sharon Guerrero,Christinaburgh,67752,729,12299,11,70.0,True
Traci Harmon,West Natasha,87424,412,11641,1,35.0,False
Mr. Mario Stout III,Anthonytown,145454,639,2867,30,75.0,True
Shane Mcintyre,New Nicholashaven,121521,473,11365,6,55.0,False
Steven Davis,North Tanyamouth,93532,725,36174,28,70.0,True
Larry Walsh,Thomasview,45915,431,22160,34,25.0,False
Louis Moran,Vasquezshire,33783,500,9246,14,30.0,False
Renee Thomas,Lake Codyfurt,112578,589,41305,6,60.0,True
David Blair,Markmouth,109806,832,34875,36,90.0,True
Debra Lam MD,Donnashire,134767,335,26233,40,55.0,False
Craig White,Lake Austin,61365,543,11609,25,45.0,False
Kenneth Webb,Jacobshire,123032,715,30629,13,80.0,True
Dennis Gonzales,Dianahaven,50758,645,23102,11,50.0,False
Mary Barnett,Kathrynview,70730,364,24948,27,40.0,False
Traci Martinez,South Maria,102199,423,37075,18,50.0,False
Gregory Chavez,Port Teresaburgh,31792,707,34482,12,50.0,False
Michael Parsons,Lake Julie,102384,838,40382,9,85.0,True
Kerry Williams,Amberhaven,83476,470,25541,10,45.0,False
Christopher Walters,Port Sarah,42217,455,36443,39,25.0,False
Dale Williams,Phillipshaven,59451,731,32230,29,60.0,True
Nathan Evans,West Jeanetteport,140284,513,49068,39,50.0,False
Andrea Fischer,East Timothy,149659,464,16890,25,55.0,False
Maria Myers,East Mary,44871,372,15831,17,30.0,False
James Barber,East Scott,90482,582,22461,0,50.0,False
Kelly Warren,Hallmouth,45396,605,9183,34,50.0,False
Jordan Jones,Nancyton,114896,690,17741,7,75.0,True
Jessica Jackson,Blakebury,139070,835,7753,5,95.0,True
Miss Linda Cox DVM,Copelandchester,50181,731,4712,40,75.0,True
Randy Kirby,Rebeccahaven,95323,636,28501,16,60.0,True
Mrs. Ashley Shaffer,New Troy,123926,744,44622,17,85.0,True
Richard Erickson,Obrienfurt,68254,343,40430,6,30.0,False
Rebecca Finley,North Tammybury,96698,669,39018,38,55.0,False
James Garner,Deborahmouth,122459,771,38574,33,85.0,True
James Trujillo,Caldwelltown,65838,521,38154,11,35.0,False
Tracy Garcia,Phammouth,84459,559,24500,22,45.0,False
Vincent Hill,West Stephenview,139408,464,14721,35,55.0,False
Kimberly Morris,Mullinsburgh,93242,811,6824,21,95.0,True
Joshua Trujillo,West Maria,91894,403,48313,5,35.0,False
Emily Crawford,Port Patrick,61946,571,47359,31,35.0,False
Robert Huang,East Marcus,89871,414,13438,37,50.0,False
Jonathan May,Katherineside,102255,482,27081,39,50.0,False
Christina Davis,Phelpsberg,48958,648,35919,22,40.0,False
Thomas Garcia,Christinaland,80277,631,15734,28,65.0,True
Danielle Moore,Anthonybury,54983,524,17079,14,40.0,False
Robert Thomas,Johntown,108561,794,29767,26,85.0,True
Yvette Lee,Port April,96616,709,42107,36,65.0,True
Veronica Francis,Lindaview,127818,741,25263,23,90.0,True
Taylor Flores,Chaseberg,145255,629,47034,15,65.0,True
Lauren Davis,Nicholsville,47892,533,48192,22,25.0,False
Maria Spencer,South Joseph,143249,354,31162,39,55.0,False
Kevin Brown,North Ann,39150,358,23780,30,25.0,False
Brittany Fleming,Lake Joshuaview,66208,328,47767,38,35.0,False
Michael Bender DVM,Lake Shannon,131276,611,22661,14,70.0,True
Sherri Shah,Port Amber,133547,622,1444,39,75.0,True
Paul Matthews,New Brycechester,141989,465,49008,12,50.0,False
Kyle Blake,Port Howard,84387,806,48753,7,75.0,True
Brandon Powell,Ballardfurt,74548,785,10077,21,80.0,True
Eric Thompson,Kochfort,133247,392,13095,16,60.0,True
Darrell Duke,West Shannonville,96550,836,17893,1,75.0,True
Amy Hawkins,Codytown,65018,841,1824,0,75.0,True
Eric Marsh,Micheleburgh,137551,493,42712,39,50.0,False
Mr. William Davis DDS,New Neil,30336,481,29881,11,25.0,False
Robin Wallace,New Pamelaville,67072,619,20099,6,50.0,False
Christopher Stone,South Jamesberg,125164,645,30797,35,70.0,True
Rachel Raymond,West Johnberg,69132,545,33162,12,35.0,False
Amanda Brown,Cochranshire,139769,401,35068,5,45.0,False
Erica Rose,Shermanborough,106931,589,21992,8,65.0,True
Craig Raymond,Powellfurt,106011,384,33143,1,35.0,False
Frank Webb MD,Gayport,116499,356,35573,2,40.0,False
Brandon Mcclain,Lake Lee,94178,349,36015,1,30.0,False
Eric Lopez,Port Marciachester,143411,820,35339,11,95.0,True
Melanie Williams,North Stephen,49476,490,15520,20,30.0,False
Dalton Clark,North Sandraborough,88529,419,20034,0,35.0,False
Mary Herman,Traceyfurt,100592,533,25365,25,50.0,False
Charles Sanchez,Nicolechester,93483,617,14426,17,65.0,True
Adam Colon,Ramirezborough,75236,799,17608,38,85.0,True
Michael Williams,Andersonbury,73573,372,42785,7,30.0,False
Steven Freeman,New Mark,102340,562,45623,25,45.0,False
Dustin Foley,Danielville,129991,704,14246,5,75.0,True
Kathleen Martinez,South Timothyville,101228,534,3492,24,60.0,True
Phillip Drake,South Christina,79441,748,49388,9,70.0,True
Randy Bates,Port Jason,89682,625,3867,36,70.0,True
Christian Villarreal,Sandrastad,72176,773,14149,3,70.0,True
Christian Carter,East Jackborough,143980,643,44123,28,65.0,True
Jeremiah Bridges,Angelaberg,54727,625,4716,7,60.0,True
Jennifer Ferguson,Lake Sarah,121422,679,3518,9,80.0,True
Melinda Smith,New Brianfurt,61300,422,15714,40,40.0,False
Joshua Smith,Pinedafurt,104946,589,45932,39,60.0,True
Thomas Young,Salazarstad,80196,765,32400,9,70.0,True
Shawn Walker,Danaburgh,60613,697,17856,10,65.0,True
Alex Trujillo,North Steve,142199,532,27360,8,50.0,False
Heather Mcmahon,Stephensonmouth,131652,763,30090,24,90.0,True
George Ortega,Lake Alyssa,83841,551,15218,12,50.0,False
Tiffany Daniel,Rachelside,35720,718,25563,19,50.0,False
Charles Rodriguez,Evanschester,71704,352,14068,13,45.0,False
Steve Keller,Whitemouth,127609,324,46479,13,50.0,False
Michael Nelson,Lake Richard,91993,502,10875,26,50.0,False
David Rodgers,Stewarthaven,122435,336,45314,6,45.0,False
Angelica Smith,West Melissamouth,149725,665,14304,9,70.0,True
Elizabeth Jones,Brandymouth,136352,786,23191,11,90.0,True
Brian Hoffman,East Robert,79968,845,41520,26,80.0,True
Juan Harrison,Hannahbury,80604,416,44507,9,35.0,False
Anne Williams,Kennedyfort,116991,474,2307,37,60.0,True
Sabrina Galvan,South Patricia,133860,803,45024,36,90.0,True
Gerald Miller,Caseyberg,137577,607,45392,25,65.0,True
Ashley Donovan,Lake Malik,115461,385,24246,38,55.0,False
Mrs. Lisa Garza,West Melissa,49936,496,34647,17,25.0,False
Dr. Allison Flores,North Debra,94923,613,18243,28,65.0,True
Gail Nelson DVM,Hopkinsmouth,34852,332,9562,39,30.0,False
Kenneth Turner,South Norman,46547,336,46566,17,25.0,False
Gabriela Pratt,Russellmouth,95836,435,23691,16,50.0,False
Katherine Adams,Sellersland,107356,626,34344,7,60.0,True
Carl Gill,North Gregory,73515,366,11092,36,45.0,False
Peggy Shields,Lake Alexandermouth,143993,372,11239,37,60.0,True
Shelby Murray,Kristiville,43154,424,4680,8,30.0,False
Paul Miller,Lake Stephanietown,144581,743,45931,14,85.0,True
Mitchell Hughes,South Lisa,140761,807,40679,11,90.0,True
Nicholas Vargas,South Jacksontown,87711,381,12524,12,50.0,False
Shawn Johnston,Lake David,43069,377,13333,11,30.0,False
Nicole Perez,Reidshire,98937,603,40423,26,55.0,False
Donna Simmons,Jillhaven,149333,307,43915,16,50.0,False
Christopher Brown,Cooperton,89890,740,6239,28,90.0,True
Patrick Davis,Helenland,32011,568,48654,20,25.0,False
Patrick Castillo,Evansfort,124692,620,36777,12,65.0,True
Christopher Vazquez,Marshallmouth,48894,632,27426,29,40.0,False
Julie Hernandez,Barnestown,83736,442,21756,24,45.0,False
Lynn Ross MD,East Brittany,144154,488,15220,6,50.0,False
John Nelson,North Tyler,115823,462,20891,35,55.0,False
Colton Lawson,Reynoldsburgh,50232,799,44633,3,60.0,True
Brian Benton,Franklinberg,39807,540,34997,31,25.0,False
Christopher Mccoy,Carrberg,91537,842,19474,21,90.0,True
Renee Shields,Annettefort,132436,364,2160,28,60.0,True
David Blackburn,Port Rachel,64737,787,19384,35,75.0,True
Riley Hale,West Kimberly,74375,534,47406,37,35.0,False
Robin Wright,Zamoramouth,111691,823,7264,24,100.0,True
Loretta Miller,Fordview,120794,368,30457,24,50.0,False
Raven Hill,West Melanie,82098,360,32047,15,45.0,False
Aaron Kelly,Hoffmanview,115175,627,32765,20,65.0,True
Kimberly Holloway,New Cassie,40527,602,49065,3,30.0,False
Chloe Lindsey,Johnfurt,141642,733,46917,0,60.0,True
Dan Phillips,Lake Dawnchester,73065,380,25158,29,40.0,False
Wendy Griffin,Petersmouth,141718,621,8061,17,75.0,True
Craig Obrien,Frankberg,118389,630,2111,7,70.0,True
Gabriel Woods,West Marie,142635,684,37053,1,60.0,True
Maria Foster,Christieton,99942,589,22234,36,65.0,True
Michelle Crawford,East Edwardhaven,79808,467,47783,15,40.0,False
Isaac Kelly,South Matthewland,71505,804,27251,34,80.0,True
Jason Clarke,New Mackenzie,112155,512,30392,10,50.0,False
Thomas Green,North Deanna,124203,324,4439,14,60.0,True
Andrew Blake,Port Devin,146318,627,22164,24,70.0,True
Meagan Smith,Travischester,129536,369,3629,12,60.0,True
Christine Aguilar,West Jacquelineshire,93956,676,34367,10,70.0,True
Christian Smith,Josephstad,144344,823,26455,10,95.0,True
Nicole Scott,West Rachael,100912,702,8809,18,85.0,True
Jeremy Faulkner,Harrisville,34705,342,26392,6,20.0,False
Shelly Gonzalez,Marissaborough,110931,610,24654,29,70.0,True
Mark Knight,Jaytown,38968,617,1810,13,55.0,False
Shannon Clark,Cortezmouth,60771,700,40440,10,60.0,True
Karen Carlson,North Christina,112727,300,3044,39,60.0,True
Adam Hill,West Seanshire,119705,463,7372,3,50.0,False
Matthew Maddox,Charleschester,67667,322,20494,2,30.0,False
Elizabeth Baker,North Samantha,59817,331,32228,11,35.0,False
Brandon Young,Josephshire,127880,791,5147,9,90.0,True
James Bennett,South Ryanmouth,41846,722,12470,0,40.0,False
Diana Campbell,Harrisview,86881,324,44990,17,40.0,False
Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,60.0,True
Michelle Newton,Michaelstad,129663,767,31964,34,90.0,True
Matthew Watson,West Jill,113066,655,27673,11,70.0,True
Jacqueline Lucero,Dylanfort,122260,717,24614,27,80.0,True
David Taylor,Debbiemouth,144370,468,3802,21,60.0,True
Shannon Weber,Amberburgh,43173,442,14488,25,30.0,False
Jason Rodriguez,New Daletown,88153,560,37074,10,40.0,False
Melinda French,Wilsonstad,51805,704,35283,25,60.0,True
Gregory Russell,East Daniellemouth,120964,459,46478,12,50.0,False
Stephanie Costa,South Drewland,69251,613,16848,25,60.0,True
Daniel Little,North Allen,148413,602,8934,13,75.0,True
Ricardo Jones,Shaunville,33794,732,24430,25,50.0,False
Kyle Cooper,Jaredchester,36028,789,42629,39,60.0,True
Meghan Rowland,Florestown,72516,561,46916,30,35.0,False
Janet Ryan,South Haleystad,134352,802,2790,24,100.0,True
John Bullock,Kingland,37355,384,17081,40,25.0,False
Jordan Curry,New Tracey,68452,335,22159,19,40.0,False
Michele Hayes,Davisberg,76984,328,34180,28,40.0,False
Christopher Hill,Solisside,79131,349,17593,37,50.0,False
Jose Thompson,Carterburgh,86450,340,20024,38,50.0,False
Brian Moore,East Timothybury,49080,305,26382,11,25.0,False
Amanda White,Michelleshire,62007,805,15990,28,80.0,True
Carlos Irwin,South Tylerchester,99621,321,47426,33,40.0,False
Isabella Stephens,Wellsview,84008,746,37522,27,75.0,True
Brandon Rich,Thomashaven,104177,549,10012,7,55.0,False
Brandon Lopez,South Donna,119364,682,37527,16,75.0,True
Wesley Douglas,Wilsonton,133877,537,14267,9,50.0,False
Paul Myers,Briantown,53600,415,35377,17,35.0,False
Alexa Beard,West Samantha,52280,791,14995,12,75.0,True
Karen Lewis,South Angela,52946,372,10575,8,40.0,False
Brianna Hodges,Palmerland,40350,468,17191,40,25.0,False
Sara Ward,Port Jose,109887,361,29303,2,40.0,False
Phyllis Johnson,Peterbury,144142,430,32415,39,55.0,False
Katrina Russell,East Carol,80140,594,33580,4,45.0,False
Andre Jones,Lake Patriciaberg,111226,340,25216,17,55.0,False
John Roman,Kevinside,119539,634,21194,30,70.0,True
Jasmin Pitts,South Matthew,61566,801,23440,34,80.0,True
Lynn King,Sarahport,95230,825,15931,20,90.0,True
Erika Allen,West Teresa,149646,496,22954,33,55.0,False
Diana Harper,Port Chloe,106435,442,46110,18,45.0,False
Michael Marquez,Jamesmouth,48758,832,12364,7,65.0,True
Sherri Little,New Kristy,60433,645,12998,31,60.0,True
Judy Peterson,Catherineview,90443,427,25678,35,45.0,False
Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,65.0,True
Derek Jarvis,Larsonfort,63289,747,26354,20,70.0,True
Christopher Ward,North Melanieview,90236,410,36945,34,40.0,False
Richard Frost,Harrisshire,63466,361,1645,7,45.0,False
Marcus Ramirez,Allenbury,117404,573,37216,22,50.0,False
Brittany Spencer,Kathrynburgh,31231,692,14313,34,50.0,False
Tiffany Davis,Lisaville,147821,397,17134,26,55.0,False
Joe Martin,East Joshua,135464,303,16648,19,55.0,False
Scott Atkinson,Lewisville,90981,383,27773,28,45.0,False
Patrick Cruz,Johnsonview,148123,510,45126,31,50.0,False
Shaun Peterson,South Williamfurt,67700,752,40751,13,70.0,True
Michael Burke,Jacksonfurt,118815,512,15282,20,55.0,False
Donald Espinoza,South Caroline,101643,780,2590,36,95.0,True
Michael Chavez,South Ashleystad,50706,690,2343,31,75.0,True
Jeremy Coleman,Scottbury,39681,575,25025,16,25.0,False
Christopher Nash,Port Barry,87898,690,24892,3,60.0,True
Ann Moon,New Heatherton,75293,556,6194,33,55.0,False
Jody Carter,Ramirezburgh,107014,534,27834,19,50.0,False
Austin Wiggins,New Diamondburgh,69210,595,36909,30,50.0,False
Stephanie Young,New Jennifer,113746,368,7652,17,60.0,True
Philip Cummings,New Sarah,85615,551,1573,20,55.0,False
Pamela Palmer,New Williamton,120480,703,9844,10,85.0,True
Christopher Anderson,Audreyview,62780,773,17108,29,75.0,True
Brian Wright,North Tonyaberg,89878,300,19822,29,50.0,False
Katherine Webster,Onealmouth,140795,832,24195,38,95.0,True
Sara Sullivan,Alexandrachester,69599,470,33974,31,35.0,False
Andrew Jones,Meaganville,56111,722,26072,24,60.0,True
Alexander Freeman,East Ryanberg,80422,760,39694,8,70.0,True
Elizabeth Sanchez,East Rebeccaview,141848,798,27164,29,90.0,True
Jacqueline Harris,South Susan,93335,551,10537,40,50.0,False
Elizabeth Brown,Blankenshipchester,43979,379,40206,18,25.0,False
Jose Woods,Jonesmouth,61091,498,21338,32,40.0,False
Willie Thomas,Brianhaven,79986,523,42331,33,40.0,False
Jerry Cook,Reedmouth,104963,591,25115,3,60.0,True
Laurie Stephenson,Hamiltonhaven,77049,337,44667,35,40.0,False
Lacey Jones,Port Nicholas,105341,750,48936,40,80.0,True
Charles Herman,New Patrickfurt,68780,525,3745,2,40.0,False
Troy Lee,South Lauren,121655,455,28978,35,55.0,False
Wanda Clark,East Micheleview,68696,794,5331,14,85.0,True
William Buckley,Wilsonmouth,32875,650,41422,23,40.0,False
Tina Scott,Crystalmouth,138794,839,11197,37,100.0,True
Diana Wheeler,East Lisa,116275,744,32679,17,85.0,True
Jordan Porter,Williamsshire,81879,607,17884,6,60.0,True
Kristen Richard,East Steven,65976,456,7461,34,45.0,False
Jennifer Ross,Kerrybury,31061,466,41832,30,25.0,False
Mary Hampton,South Richardchester,104177,457,28146,30,50.0,False
Felicia Wood,Joefort,143386,705,39562,13,75.0,True
Samuel Mitchell,West Erik,119889,634,39892,24,65.0,True
Ashlee Miller,East Amberfort,132014,394,46703,9,45.0,False
April Thompson MD,Erikastad,127605,389,3649,10,60.0,True
Erin Williams,North Christinaborough,36428,474,26615,31,25.0,False
Kevin Gilbert,Port Cheyenneberg,149356,366,31299,38,55.0,False
Brooke Parsons,South Catherineport,109482,332,26781,21,55.0,False
Melissa Patrick,Stephanieport,127671,600,43827,25,65.0,True
Timothy Bauer,Elizabethborough,95107,546,31230,9,40.0,False
Brittany Bolton,East Jennifer,139161,589,22805,20,70.0,True
Michelle Graham,Lake Elizabethside,148509,609,47472,13,65.0,True
Mary Diaz,Leeland,148349,350,3056,16,60.0,True
Robert Ford,Bowersmouth,67512,760,9709,20,80.0,True
Michelle Barrett,North Misty,131677,468,17423,26,55.0,False
Shawn Cook,East Johnfort,134708,584,14255,11,70.0,True
Randy Welch,Laurenstad,60162,645,1179,6,60.0,True
Dr. Jonathan Clark,Erinhaven,109569,580,35791,25,65.0,True
Wendy Salazar,South Kayla,135110,340,30815,37,55.0,False
Kimberly Campos,West Marvinchester,76179,364,32097,26,40.0,False
Suzanne Lynch,West Mary,58705,528,30443,16,35.0,False
Matthew Williams,Lake Rebecca,113442,560,26874,16,55.0,False
Daryl Walker,Allentown,54920,740,4130,4,75.0,True
Denise Olsen,Smithport,111381,352,33547,37,50.0,False
Matthew Roberts,Port Jimmyfurt,62850,636,12615,34,60.0,True
Alexis Jordan,Deborahfort,118835,321,7518,8,55.0,False
Monique Jackson,Emilychester,129035,465,28947,13,55.0,False
Heather Hubbard,Kyleside,124493,370,5995,9,55.0,False
Sarah Smith,North Kimberly,130593,576,12729,7,55.0,False
Gail Mason,Dixonfort,116400,584,6457,22,75.0,True
Heather Hughes,New Sierra,119241,318,41654,5,45.0,False
Carla Peterson DDS,South Vickie,139882,659,2952,21,75.0,True
Rebecca Reynolds,Lewisborough,47927,795,39427,4,50.0,False
Natasha Davenport,Grantmouth,112345,696,22116,23,80.0,True
Andrew Chavez,New Michaelstad,42735,646,28232,0,25.0,False
Shannon Miller,New Abigailville,148410,439,32026,31,55.0,False
Kristen Juarez,New Lisamouth,112242,551,21451,34,55.0,False
Elaine Trevino,West Elizabethberg,114717,564,25876,9,50.0,False
Samuel Zavala,Charlesport,35167,607,27664,1,25.0,False
Dustin Lopez,Port Derrickhaven,70492,402,24758,7,35.0,False
Dennis Cook,East Barbarashire,133364,380,16172,3,45.0,False
Ryan Pierce,Port Jennifershire,87779,604,37199,19,55.0,False
Jamie Galvan,Samanthachester,34373,395,44115,21,25.0,False
Leah Rodriguez,Williamsstad,105965,715,36518,6,70.0,True
Kevin Hoffman,North Matthew,77823,489,43499,36,40.0,False
Ashley Burnett,Robinsonberg,125991,473,49356,32,50.0,False
Jason Maldonado,Barbaraborough,47224,804,36885,15,65.0,True
Daniel Estrada,Port Allison,41813,652,9926,25,50.0,False
Jennifer Lane,Johnville,149226,730,17711,38,80.0,True
Dr. Jared Lee III,New Jack,68680,422,44976,15,35.0,False
Andrew Bolton,Lake Charlesfurt,72823,436,15295,17,45.0,False
Laura Pearson,Port Heatherchester,127973,409,23371,13,55.0,False
Charles Wong,Port Miguelchester,84460,687,44222,33,65.0,True
Jill Harris,East Paul,53021,492,44637,15,35.0,False
Travis Kim III,Fordton,56318,361,31064,33,35.0,False
Jason Keith,West Joshua,47322,736,1902,30,65.0,True
Kendra Willis,Kevinbury,133089,760,14167,17,90.0,True
Tracey Nelson,Walkerberg,100701,317,16363,31,55.0,False
William Arnold,North Joseph,144879,679,35211,16,80.0,True
Denise Barrett,Julietown,77953,364,38169,6,35.0,False
Douglas Pacheco,Lake Tyler,99579,841,1220,9,90.0,True
Erin Norris,Bradleytown,95771,792,13675,11,85.0,True
Eric Duran,Heatherview,149732,504,42212,25,50.0,False
Toni Cunningham,Codyfort,65720,500,17048,20,40.0,False
George Ruiz,New Mathew,138851,533,29234,35,55.0,False
Billy Cunningham,East Robert,51567,344,14432,29,40.0,False
Zachary Jones,Higginsbury,63681,519,15317,23,45.0,False
David Hull,Martinezview,149806,760,14702,5,90.0,True
David Wilson,Kylieside,138093,546,3894,30,60.0,True
Kimberly Sandoval,Port Tracyborough,93156,721,22675,6,70.0,True
Kevin Buckley,Aaronstad,135708,665,30645,35,70.0,True
Alyssa Davis,Lake Joshuaburgh,68684,460,16349,2,35.0,False
Christina Clark,West Steven,127853,760,15786,39,90.0,True
Bruce Barr,West Courtney,144084,606,46007,27,65.0,True
Arthur Santana,Grayburgh,74396,683,3302,34,75.0,True
Ryan Fisher,Port Ericland,135412,457,28200,6,50.0,False
Michael Martin,Oliviaburgh,45095,845,44287,36,65.0,True
Jerry Jackson,Ramirezview,91385,519,49065,1,25.0,False
Edward Barton,Hoshire,39869,418,46515,8,20.0,False
Crystal Graves,New Timothyshire,48449,438,4462,33,40.0,False
Shawn Lindsey,North William,128848,375,16826,34,55.0,False
Gina Medina,Joseside,59571,439,12685,2,35.0,False
Samuel Harris,Lake Daisy,142740,830,10687,39,100.0,True
Javier Schultz,Lake Kathleenmouth,118647,468,45652,17,50.0,False
Gail Johnson MD,Port Elizabethtown,124924,331,6481,20,60.0,True
Patrick Walsh,North Haileyfort,118395,400,29768,34,50.0,False
Amy Mccoy,Lake Edwardstad,82089,620,25841,7,55.0,False
Kathy Roberts,Joseland,140853,451,40344,36,50.0,False
Donna Boyd,East Gregoryport,135458,813,41740,2,80.0,True
John Hunter,Johnsonton,103048,302,44387,16,45.0,False
Jamie Fields,West Jenniferview,77942,842,10827,25,90.0,True
Bryce Gutierrez,Williammouth,41836,678,44340,3,40.0,False
Roberto Glover,Blairside,133636,340,41961,30,50.0,False
Daniel Ortiz,Montgomerytown,81717,838,13108,8,85.0,True
Derek Williams,Port Peterhaven,31824,427,37424,33,25.0,False
Deborah Quinn,New Stacy,64663,810,17319,33,80.0,True
Nathan Lopez,South Josephberg,100329,367,10273,25,55.0,False
Elizabeth Jackson,Rickeyburgh,46199,321,16906,26,30.0,False
Bianca Bowen,Lewisport,89609,557,6384,29,55.0,False
Samantha Carter,Moorestad,78311,597,3773,11,70.0,True
Daryl Lowe,Amyburgh,118188,600,13561,1,55.0,False
Julie Parker,Michellehaven,128174,843,34109,1,75.0,True
Monica Richardson,Port Toni,118125,639,48546,8,55.0,False
Ronald Brown,Benjaminton,64362,598,16651,13,55.0,False
Christine Hubbard,Jameshaven,106619,563,39477,20,50.0,False
Barbara Chandler,Port Curtis,79941,396,47616,38,40.0,False
John Johns,New Brandonborough,137795,546,39883,5,45.0,False
Christina Robinson,Schneiderbury,113695,340,27650,2,45.0,False
Tina Hull,Changmouth,78689,698,7246,29,80.0,True
Shannon Maxwell,North Rhondaborough,44201,327,2926,37,40.0,False
Richard Rodriguez,Port Carla,118452,313,17016,24,55.0,False
Mark Jimenez,Mackenzieville,60647,725,1201,39,75.0,True
Jenna Lynch,Denniston,91797,378,21396,38,50.0,False
Bryce Fox,Danielport,33280,531,16161,25,25.0,False
Grace Johnson,Port Wendy,111205,499,12180,10,55.0,False
Jerry Rogers,Jonesview,145898,337,46574,18,50.0,False
Joshua Shepard,Port Michaeltown,103584,645,16574,31,70.0,True
Jessica Burch,New Heatherville,72992,431,28952,1,25.0,False
Terri Golden,New Nicolestad,149964,699,27072,38,80.0,True
Seth Johnson,Lake Stanley,109964,628,49834,13,60.0,True
Christopher Robinson,Michaelchester,59015,821,37063,11,75.0,True
Brian Sims,Colemanside,114889,446,41709,13,50.0,False
Dr. Donna Mccarty,East Kevinside,38285,305,35590,28,25.0,False
Grace Young,South Brandon,113283,539,43279,23,50.0,False
Becky Garcia,Shannontown,137984,348,34252,23,55.0,False
Lauren Brown MD,North Jennifer,90852,763,17727,37,85.0,True
Jennifer Harper,Wangshire,149195,684,44042,18,75.0,True
